shipment_id,warehouse_id,customer_id,crop_id,shipment_date,delivery_date,status,total_weight_kg,shipping_cost_thb,transport_mode,driver_name,vehicle_plate
SHP-017923,WH-015,CUS-0150,CRP-005,2022-09-25,2022-10-06,จัดส่งแล้ว,3493.82,4014.3,รถบรรทุก,ลัดดา สาระ,ชช-8448 ขก
SHP-017924,WH-012,CUS-0019,CRP-007,2022-10-12,2022-10-25,จัดส่งแล้ว,6126.09,11358.55,เรือ,ศิริ ทองแดง,กก-9155 สง
SHP-017925,WH-002,CUS-0162,CRP-008,2022-03-21,2022-03-26,ยกเลิก,16355.57,14487.4,รถไฟ,สมบัติ สีทอง,งง-6476 กทม
SHP-017926,WH-007,CUS-0039,CRP-010,2021-02-17,2021-02-26,จัดส่งแล้ว,15604.71,9055.82,รถบรรทุก,ลัดดา สาระ,งง-4027 สง
SHP-017927,WH-009,CUS-0129,CRP-013,2025-02-04,,รอดำเนินการ,20221.34,30719.54,รถบรรทุก,วิทยา ชูชื่น,ขข-9334 สข
SHP-017928,WH-015,CUS-0008,CRP-008,2022-04-24,2022-05-07,จัดส่งแล้ว,597.08,841.59,รถบรรทุก,มณีรัตน์ สาระ,ชช-4544 สข
SHP-017929,WH-002,CUS-0194,CRP-003,2021-06-22,2021-07-02,จัดส่งแล้ว,12679.88,11457.09,รถบรรทุก,วิทยา มงคล,กก-9452 ชม
SHP-017930,WH-012,CUS-0110,CRP-005,2025-01-17,2025-01-19,จัดส่งแล้ว,13398.13,27266.64,รถบรรทุก,นฤมล รุ่งโรจน์,ชช-8997 สง
SHP-017931,WH-014,CUS-0067,CRP-009,2025-08-29,2025-09-09,จัดส่งแล้ว,1770.02,1195.4,รถบรรทุก,ธนกร สีทอง,ฉฉ-4892 กทม
SHP-017932,WH-007,CUS-0015,CRP-015,2022-11-25,2022-12-03,จัดส่งแล้ว,13522.82,12808.21,เรือ,สุชาติ เจริญสุข,งง-9496 ชม
SHP-017933,WH-009,CUS-0015,CRP-003,2024-09-08,2024-09-18,จัดส่งแล้ว,21597.94,46248.91,รถบรรทุก,รัตนา สาระ,ขข-4691 ชม
SHP-017934,WH-007,CUS-0084,CRP-006,2024-01-27,2024-02-09,จัดส่งแล้ว,12666.94,12843.31,รถบรรทุก,ธวัช สีทอง,กก-7121 สง
SHP-017935,WH-013,CUS-0035,CRP-012,2022-12-26,2023-01-06,จัดส่งแล้ว,9827.22,14948.97,รถบรรทุก,ปรียา สุขใจ,ชช-7947 สข
SHP-017936,WH-002,CUS-0129,CRP-003,2023-08-30,2023-09-10,จัดส่งแล้ว,7623.31,13394.17,รถไฟ,สมหญิง พันธ์ดี,ขข-6546 สข
SHP-017937,WH-015,CUS-0174,CRP-011,2023-03-02,2023-03-12,กำลังขนส่ง,24233.2,16630.82,รถบรรทุก,ปราณี เกษตรดี,กก-2746 สง
SHP-017938,WH-002,CUS-0145,CRP-013,2023-08-31,2023-09-02,จัดส่งแล้ว,5390.48,11149.86,รถบรรทุก,วิชัย ดีงาม,ขข-9039 สง
SHP-017939,WH-004,CUS-0024,CRP-007,2025-02-18,2025-02-19,กำลังขนส่ง,6525.86,9551.69,เรือ,เอกชัย ดำรง,ชช-6419 ขก
SHP-017940,WH-009,CUS-0130,CRP-012,2024-06-29,2024-07-02,จัดส่งแล้ว,18267.96,11113.53,รถบรรทุก,วรากร ดีงาม,ฉฉ-8982 สง
SHP-017941,WH-010,CUS-0026,CRP-012,2022-12-12,2022-12-21,จัดส่งแล้ว,14060.85,21230.01,รถบรรทุก,สุรศักดิ์ ศรีสุข,ชช-7214 สข
SHP-017942,WH-015,CUS-0009,CRP-003,2021-04-18,2021-04-19,จัดส่งแล้ว,11249.96,17995.58,รถบรรทุก,ปรียา รักษ์ดี,กก-7185 สง
SHP-017943,WH-005,CUS-0108,CRP-014,2024-09-24,2024-10-06,จัดส่งแล้ว,15198.96,9868.34,รถไฟ,อนันต์ ทองดี,ฉฉ-5794 ขก
SHP-017944,WH-006,CUS-0052,CRP-010,2022-05-10,2022-05-14,กำลังขนส่ง,3903.56,4318.36,รถบรรทุก,ธนกร รุ่งโรจน์,ฉฉ-4496 ชม
SHP-017945,WH-009,CUS-0197,CRP-014,2025-10-15,2025-10-19,จัดส่งแล้ว,9306.79,22240.96,รถไฟ,อาทิตย์ ดีงาม,งง-6444 ขก
SHP-017946,WH-015,CUS-0053,CRP-003,2023-05-27,2023-06-03,จัดส่งแล้ว,8479.2,5261.31,เรือ,วีระ สีทอง,ขข-9619 สง
SHP-017947,WH-005,CUS-0010,CRP-014,2023-03-19,2023-03-25,จัดส่งแล้ว,18781.85,17271.18,รถบรรทุก,สมพงษ์ สุขใจ,กก-9441 สข
SHP-017948,WH-006,CUS-0011,CRP-012,2025-06-28,2025-07-12,ยกเลิก,20950.44,19054.94,รถบรรทุก,อาทิตย์ วงศ์งาม,งง-5713 ขก
SHP-017949,WH-015,CUS-0086,CRP-001,2024-12-13,2024-12-20,จัดส่งแล้ว,7988.77,17678.19,รถไฟ,เอกชัย บุญมา,ฉฉ-9626 ชม
SHP-017950,WH-015,CUS-0052,CRP-008,2023-04-11,2023-04-16,กำลังขนส่ง,4687.9,7310.48,รถไฟ,มณีรัตน์ พลัง,ชช-7207 ขก
SHP-017951,WH-004,CUS-0129,CRP-003,2023-07-23,2023-07-25,จัดส่งแล้ว,22286.14,12846.43,รถบรรทุก,ดวงดาว บุญมา,กก-3387 สข
SHP-017952,WH-008,CUS-0014,CRP-015,2021-05-09,2021-05-16,จัดส่งแล้ว,15283.21,9135.67,รถบรรทุก,พิชัย มงคล,กก-7536 ขก
SHP-017953,WH-009,CUS-0166,CRP-006,2024-01-06,2024-01-19,จัดส่งแล้ว,24893.34,13896.52,รถไฟ,ประสิทธิ์ มั่งมี,กก-8646 กทม
SHP-017954,WH-013,CUS-0043,CRP-007,2024-12-15,2024-12-24,จัดส่งแล้ว,20981.75,51516.53,รถบรรทุก,สุดา พลัง,กก-4850 กทม
SHP-017955,WH-005,CUS-0115,CRP-005,2022-06-16,2022-06-20,จัดส่งแล้ว,1589.49,1211.25,เรือ,ธนกร วงศ์งาม,กก-5416 กทม
SHP-017956,WH-014,CUS-0013,CRP-013,2023-01-09,2023-01-11,จัดส่งแล้ว,28931.22,59358.75,รถบรรทุก,วีระ เกษตรดี,ขข-8797 สง
SHP-017957,WH-014,CUS-0016,CRP-001,2021-06-05,2021-06-09,จัดส่งแล้ว,2025.91,1100.57,รถบรรทุก,กมลา สมบูรณ์,กก-1839 สง
SHP-017958,WH-013,CUS-0080,CRP-003,2025-08-29,2025-09-02,จัดส่งแล้ว,15303.62,37869.2,รถบรรทุก,กิตติ ทองแดง,ชช-2544 สง
SHP-017959,WH-001,CUS-0102,CRP-001,2024-12-03,2024-12-15,จัดส่งแล้ว,25834.35,55032.03,รถบรรทุก,พิชัย สีทอง,กก-1366 กทม
SHP-017960,WH-006,CUS-0063,CRP-014,2022-02-28,2022-03-01,จัดส่งแล้ว,10775.6,23937.79,เรือ,สมพงษ์ เกษตรดี,งง-9260 สข
SHP-017961,WH-011,CUS-0126,CRP-015,2024-01-23,2024-01-26,จัดส่งแล้ว,11224.62,14273.0,รถบรรทุก,ธวัช ชูชื่น,กก-3532 สข
SHP-017962,WH-014,CUS-0181,CRP-013,2023-08-17,2023-08-31,จัดส่งแล้ว,23465.27,34172.58,เรือ,สุดา แสงงาม,งง-3163 สข
SHP-017963,WH-012,CUS-0143,CRP-007,2023-11-06,2023-11-19,จัดส่งแล้ว,15543.75,18868.11,รถบรรทุก,ปิยะ สุขใจ,งง-4911 ขก
SHP-017964,WH-010,CUS-0059,CRP-013,2025-12-11,2025-12-14,จัดส่งแล้ว,18400.57,38033.81,รถบรรทุก,จักรกฤษณ์ ฤทธิ์ไกร,ขข-3030 ขก
SHP-017965,WH-007,CUS-0080,CRP-009,2024-10-08,2024-10-14,จัดส่งแล้ว,15144.33,14511.07,รถบรรทุก,กมลา ดำรง,กก-6361 สง
SHP-017966,WH-012,CUS-0011,CRP-004,2021-12-07,2021-12-13,จัดส่งแล้ว,22186.84,52386.1,รถไฟ,เอกชัย สีทอง,กก-6529 ขก
SHP-017967,WH-001,CUS-0088,CRP-004,2024-05-23,2024-05-26,จัดส่งแล้ว,15665.44,37337.77,รถบรรทุก,มณีรัตน์ ทรัพย์มา,ชช-9983 ชม
SHP-017968,WH-011,CUS-0184,CRP-009,2024-12-13,2024-12-20,กำลังขนส่ง,4804.29,2554.42,รถบรรทุก,นงลักษณ์ ฤทธิ์ไกร,ชช-6486 ขก
SHP-017969,WH-011,CUS-0006,CRP-005,2023-10-23,2023-10-31,จัดส่งแล้ว,25440.86,16535.07,รถบรรทุก,วรากร ฤทธิ์ไกร,กก-3743 ชม
SHP-017970,WH-012,CUS-0128,CRP-013,2025-06-03,2025-06-05,กำลังขนส่ง,28778.66,28403.35,รถบรรทุก,ธนกร ฤทธิ์ไกร,กก-7144 สง
SHP-017971,WH-009,CUS-0150,CRP-008,2023-10-25,2023-10-30,จัดส่งแล้ว,18244.0,10909.17,รถบรรทุก,นภา ชูชื่น,ชช-6348 ขก
SHP-017972,WH-012,CUS-0184,CRP-002,2021-08-02,2021-08-15,จัดส่งแล้ว,8752.94,15075.45,รถบรรทุก,สุนิสา ดำรง,งง-5627 สง
SHP-017973,WH-011,CUS-0032,CRP-015,2023-03-06,2023-03-16,จัดส่งแล้ว,15816.34,25589.69,รถบรรทุก,วิชัย พิมพา,งง-2609 ขก
SHP-017974,WH-008,CUS-0143,CRP-015,2025-12-19,2025-12-20,จัดส่งแล้ว,20508.55,25574.95,รถไฟ,สายฝน ทองแดง,ฉฉ-1131 กทม
SHP-017975,WH-014,CUS-0181,CRP-013,2021-07-22,,รอดำเนินการ,24588.49,15809.62,รถบรรทุก,ธวัช รักษ์ดี,งง-5492 สง
SHP-017976,WH-012,CUS-0010,CRP-004,2023-03-24,2023-03-25,จัดส่งแล้ว,3037.69,7227.62,รถบรรทุก,ศิริ ดำรง,ขข-4182 ชม
SHP-017977,WH-012,CUS-0083,CRP-002,2022-07-19,2022-07-22,จัดส่งแล้ว,4926.5,5066.54,รถบรรทุก,วิทยา ทรัพย์มา,ขข-2623 กทม
SHP-017978,WH-002,CUS-0081,CRP-010,2023-01-23,2023-02-05,จัดส่งแล้ว,27997.96,64100.58,เรือ,บุญมา สาระ,ฉฉ-9367 สง
SHP-017979,WH-006,CUS-0070,CRP-009,2022-10-29,2022-11-11,กำลังขนส่ง,29262.23,57059.91,รถไฟ,สุนิสา ดำรง,ชช-7282 ชม
SHP-017980,WH-002,CUS-0175,CRP-010,2024-04-28,2024-05-05,จัดส่งแล้ว,5953.06,12709.6,รถไฟ,วีระ ใจดี,กก-8338 กทม
SHP-017981,WH-011,CUS-0194,CRP-005,2025-07-08,2025-07-10,จัดส่งแล้ว,15763.99,35231.39,รถบรรทุก,อนันต์ มั่งมี,กก-5714 สง
SHP-017982,WH-004,CUS-0007,CRP-015,2022-02-07,2022-02-15,จัดส่งแล้ว,23469.42,38225.44,รถบรรทุก,สมชาย สมบูรณ์,ฉฉ-6972 ขก
SHP-017983,WH-011,CUS-0068,CRP-012,2022-11-11,2022-11-21,จัดส่งแล้ว,11848.01,10910.37,เรือ,จักรกฤษณ์ พลัง,งง-9347 กทม
SHP-017984,WH-009,CUS-0092,CRP-013,2023-12-25,2024-01-08,จัดส่งแล้ว,5689.8,5739.96,รถบรรทุก,สมพงษ์ ทองแดง,ชช-3033 ขก
SHP-017985,WH-006,CUS-0098,CRP-015,2025-06-21,,รอดำเนินการ,11347.72,21147.41,รถบรรทุก,ศิริ ดาวเรือง,ชช-7193 ขก
SHP-017986,WH-003,CUS-0034,CRP-003,2024-11-20,2024-11-29,กำลังขนส่ง,14038.15,24374.2,รถบรรทุก,เกษม ทองแดง,ฉฉ-1348 สง
SHP-017987,WH-006,CUS-0017,CRP-002,2021-10-11,2021-10-19,ยกเลิก,13337.16,22106.21,รถบรรทุก,อาทิตย์ ชูชื่น,ชช-9319 ชม
SHP-017988,WH-010,CUS-0063,CRP-010,2022-03-17,2022-03-28,ยกเลิก,4183.6,8405.07,รถบรรทุก,สุนิสา ทองแดง,ขข-1462 สง
SHP-017989,WH-002,CUS-0064,CRP-007,2023-04-01,2023-04-07,จัดส่งแล้ว,14737.43,33250.94,รถบรรทุก,วิทยา ดำรง,ชช-5026 ขก
SHP-017990,WH-005,CUS-0054,CRP-008,2021-09-10,2021-09-18,จัดส่งแล้ว,13965.41,24244.99,รถไฟ,สุรศักดิ์ ดาวเรือง,กก-8156 สง
SHP-017991,WH-004,CUS-0085,CRP-005,2021-04-25,2021-04-28,จัดส่งแล้ว,18135.97,11393.16,รถบรรทุก,ธวัช ทองดี,กก-6171 ชม
SHP-017992,WH-007,CUS-0107,CRP-015,2024-02-01,2024-02-05,จัดส่งแล้ว,24311.9,46590.29,เรือ,สมหญิง บุญมา,กก-6931 สง
SHP-017993,WH-014,CUS-0136,CRP-012,2023-11-05,2023-11-13,จัดส่งแล้ว,16229.43,40067.3,รถบรรทุก,ปรียา พิมพา,งง-5783 ขก
SHP-017994,WH-003,CUS-0170,CRP-007,2024-12-04,2024-12-14,จัดส่งแล้ว,9790.33,5224.3,รถบรรทุก,มณีรัตน์ พิมพา,งง-8099 ขก
SHP-017995,WH-001,CUS-0157,CRP-008,2023-11-04,2023-11-06,จัดส่งแล้ว,26598.49,52837.49,เรือ,ชัยวัฒน์ มีสุข,ฉฉ-8480 กทม
SHP-017996,WH-005,CUS-0145,CRP-009,2023-09-26,2023-09-27,จัดส่งแล้ว,21533.42,49529.76,รถบรรทุก,นภา สุขใจ,งง-7817 ชม
SHP-017997,WH-001,CUS-0019,CRP-011,2024-10-07,2024-10-15,จัดส่งแล้ว,13470.55,24412.01,รถไฟ,กมลา ชูชื่น,ขข-8876 สข
SHP-017998,WH-015,CUS-0085,CRP-003,2025-04-21,2025-04-24,จัดส่งแล้ว,1224.28,2762.74,รถไฟ,มาลี รักษ์ดี,กก-8442 สง
SHP-017999,WH-008,CUS-0006,CRP-009,2024-09-10,2024-09-23,จัดส่งแล้ว,7864.27,14850.71,รถไฟ,สุดา สีทอง,ชช-6866 สข
SHP-018000,WH-008,CUS-0169,CRP-002,2023-01-05,2023-01-18,จัดส่งแล้ว,8142.45,8260.99,เรือ,รัตนา ทองดี,งง-9832 ชม
SHP-018001,WH-004,CUS-0046,CRP-006,2023-10-27,2023-11-02,จัดส่งแล้ว,7531.46,11858.63,เรือ,ธนกร พลัง,งง-6576 ขก
SHP-018002,WH-003,CUS-0009,CRP-002,2021-07-01,2021-07-08,จัดส่งแล้ว,1766.49,3347.23,เรือ,เกษม พันธ์ดี,ขข-2340 กทม
SHP-018003,WH-013,CUS-0023,CRP-003,2021-03-17,2021-03-25,จัดส่งแล้ว,9123.58,9117.89,รถบรรทุก,สมบัติ สาระ,กก-4895 สข
SHP-018004,WH-004,CUS-0087,CRP-007,2021-05-01,2021-05-03,จัดส่งแล้ว,28101.07,30583.14,รถไฟ,สมชาย ทองดี,ฉฉ-4229 ขก
SHP-018005,WH-004,CUS-0139,CRP-015,2022-08-03,2022-08-12,จัดส่งแล้ว,3677.69,2607.82,รถบรรทุก,ปราณี ศรีสุข,ชช-6679 สข
SHP-018006,WH-008,CUS-0192,CRP-004,2021-07-01,2021-07-06,จัดส่งแล้ว,25508.01,45196.24,รถบรรทุก,นงลักษณ์ มงคล,ฉฉ-8213 กทม
SHP-018007,WH-015,CUS-0036,CRP-004,2023-08-12,2023-08-22,จัดส่งแล้ว,4448.42,7651.95,รถบรรทุก,มณีรัตน์ มีสุข,งง-4299 กทม
SHP-018008,WH-005,CUS-0058,CRP-001,2021-10-29,2021-11-12,จัดส่งแล้ว,23088.07,38133.02,เรือ,สมบัติ เพชรดี,งง-2640 สข
SHP-018009,WH-011,CUS-0154,CRP-014,2024-04-19,,รอดำเนินการ,971.33,1840.56,รถบรรทุก,สุรศักดิ์ พิมพา,กก-9832 ขก
SHP-018010,WH-005,CUS-0117,CRP-008,2023-08-03,2023-08-17,จัดส่งแล้ว,18007.07,9253.61,รถไฟ,มณีรัตน์ ดวงดี,งง-7464 ขก
SHP-018011,WH-012,CUS-0193,CRP-013,2022-04-06,2022-04-19,จัดส่งแล้ว,24974.68,58965.34,รถบรรทุก,จันทร์ สมบูรณ์,ชช-5504 กทม
SHP-018012,WH-001,CUS-0085,CRP-005,2023-12-05,2023-12-14,จัดส่งแล้ว,5284.43,9027.42,เรือ,รัตนา เจริญสุข,กก-1145 กทม
SHP-018013,WH-011,CUS-0079,CRP-014,2022-05-28,2022-06-08,จัดส่งแล้ว,18933.16,32851.31,รถบรรทุก,รัตนา พิมพา,ชช-8761 สข
SHP-018014,WH-015,CUS-0103,CRP-007,2023-12-11,2023-12-16,จัดส่งแล้ว,26492.34,37858.9,รถไฟ,ลัดดา ใจดี,กก-6563 ขก
SHP-018015,WH-015,CUS-0027,CRP-006,2023-05-22,2023-06-01,จัดส่งแล้ว,1798.82,3206.76,เรือ,สมบัติ แสงงาม,ฉฉ-9443 ขก
SHP-018016,WH-009,CUS-0161,CRP-012,2024-09-25,,รอดำเนินการ,8222.08,9672.27,รถบรรทุก,สุชาติ รักษ์ดี,ชช-6722 สข
SHP-018017,WH-013,CUS-0064,CRP-010,2024-07-18,2024-07-19,จัดส่งแล้ว,22491.29,40029.1,รถบรรทุก,วิทยา พิมพา,กก-7379 ชม
SHP-018018,WH-004,CUS-0082,CRP-007,2025-10-26,2025-10-31,จัดส่งแล้ว,1411.1,1865.81,รถบรรทุก,ยุทธนา ฤทธิ์ไกร,งง-8251 ขก
SHP-018019,WH-003,CUS-0143,CRP-004,2025-04-09,,รอดำเนินการ,24395.29,47003.72,รถบรรทุก,ธวัช สีทอง,ชช-9820 สง
SHP-018020,WH-001,CUS-0054,CRP-013,2025-08-19,2025-09-01,จัดส่งแล้ว,22979.63,18899.73,รถบรรทุก,ณรงค์ มีสุข,ขข-2128 สข
SHP-018021,WH-015,CUS-0129,CRP-003,2023-07-24,2023-08-01,จัดส่งแล้ว,17729.96,38668.38,รถบรรทุก,พิชัย รักษ์ดี,งง-6058 ชม
SHP-018022,WH-006,CUS-0164,CRP-001,2021-12-07,2021-12-08,จัดส่งแล้ว,25926.31,64320.54,รถบรรทุก,วีระ เจริญสุข,กก-9188 ชม
SHP-018023,WH-012,CUS-0175,CRP-008,2024-08-08,,รอดำเนินการ,13400.24,19741.52,รถไฟ,สุนิสา ดวงดี,กก-9947 ชม
SHP-018024,WH-001,CUS-0160,CRP-001,2024-10-27,2024-11-03,จัดส่งแล้ว,7399.0,6490.41,รถไฟ,ชัยวัฒน์ ดาวเรือง,งง-5021 ชม
SHP-018025,WH-005,CUS-0153,CRP-009,2024-08-30,2024-09-01,จัดส่งแล้ว,6581.91,11070.93,รถบรรทุก,รัตนา รุ่งโรจน์,ขข-8117 สง
SHP-018026,WH-001,CUS-0012,CRP-014,2023-12-12,,รอดำเนินการ,5152.47,5613.68,รถบรรทุก,สมพงษ์ มีสุข,งง-1224 กทม
SHP-018027,WH-009,CUS-0150,CRP-009,2023-03-16,,รอดำเนินการ,11740.26,11359.27,รถบรรทุก,วรากร มงคล,ชช-6847 สง
SHP-018028,WH-013,CUS-0075,CRP-010,2024-04-22,2024-05-05,จัดส่งแล้ว,21223.37,32971.65,รถบรรทุก,ปรียา ใจดี,งง-2306 สง
SHP-018029,WH-013,CUS-0156,CRP-009,2021-09-01,2021-09-05,จัดส่งแล้ว,5023.7,11397.34,รถบรรทุก,เกษม พิมพา,ขข-9043 กทม
SHP-018030,WH-007,CUS-0102,CRP-003,2021-02-10,2021-02-13,จัดส่งแล้ว,3298.27,4895.99,รถบรรทุก,ดวงดาว โชคดี,ขข-5208 สง
SHP-018031,WH-003,CUS-0169,CRP-013,2024-07-05,,รอดำเนินการ,27270.81,48346.07,รถไฟ,บุญมา บุญมา,งง-4163 ชม
SHP-018032,WH-005,CUS-0169,CRP-014,2023-07-20,2023-07-21,กำลังขนส่ง,1317.25,877.91,เรือ,ประสิทธิ์ มั่งมี,ชช-1871 ขก
SHP-018033,WH-001,CUS-0140,CRP-004,2025-03-07,,รอดำเนินการ,19777.24,49215.75,รถบรรทุก,นงลักษณ์ ทองแดง,ชช-9074 ชม
SHP-018034,WH-003,CUS-0129,CRP-012,2024-08-07,,รอดำเนินการ,29416.35,65093.29,รถบรรทุก,มณีรัตน์ ดวงดี,ขข-7452 ชม
SHP-018035,WH-005,CUS-0156,CRP-002,2022-11-18,2022-11-28,กำลังขนส่ง,28321.81,70186.07,รถบรรทุก,ฉัตรชัย ทรัพย์มา,กก-8272 สง
SHP-018036,WH-003,CUS-0051,CRP-015,2021-11-11,2021-11-18,จัดส่งแล้ว,21338.83,15074.57,รถบรรทุก,สมพงษ์ ดาวเรือง,กก-9303 สง
SHP-018037,WH-012,CUS-0079,CRP-004,2022-06-08,2022-06-12,จัดส่งแล้ว,4506.96,2901.28,รถบรรทุก,กมลา พันธ์ดี,ชช-3132 สข
SHP-018038,WH-014,CUS-0098,CRP-011,2025-02-10,2025-02-23,กำลังขนส่ง,24145.33,41050.33,รถบรรทุก,สายฝน พันธ์ดี,ฉฉ-3762 ชม
SHP-018039,WH-009,CUS-0111,CRP-005,2021-06-24,2021-07-05,จัดส่งแล้ว,25381.55,53450.28,รถบรรทุก,สุชาติ เจริญสุข,ชช-3536 สข
SHP-018040,WH-008,CUS-0161,CRP-012,2024-09-19,2024-09-21,จัดส่งแล้ว,18152.58,35282.8,รถบรรทุก,สมบัติ สีทอง,ชช-1218 สข
SHP-018041,WH-014,CUS-0154,CRP-008,2024-10-19,2024-10-29,จัดส่งแล้ว,10878.84,26125.52,รถบรรทุก,ชัยวัฒน์ วงศ์งาม,ชช-3790 ขก
SHP-018042,WH-002,CUS-0196,CRP-001,2023-11-24,2023-12-03,จัดส่งแล้ว,24038.73,52238.93,รถบรรทุก,สมชาย วงศ์งาม,ชช-5329 ขก
SHP-018043,WH-012,CUS-0087,CRP-001,2023-04-20,2023-04-25,จัดส่งแล้ว,27615.22,35306.28,เรือ,วิทยา สาระ,ชช-3814 ขก
SHP-018044,WH-006,CUS-0012,CRP-001,2022-02-19,2022-02-21,จัดส่งแล้ว,4818.63,10136.27,เรือ,ชาญชัย โชคดี,กก-9593 สข
SHP-018045,WH-009,CUS-0155,CRP-015,2021-05-06,2021-05-18,จัดส่งแล้ว,5381.5,4445.54,รถบรรทุก,นภา รุ่งโรจน์,กก-9025 ขก
SHP-018046,WH-010,CUS-0058,CRP-010,2024-06-08,2024-06-20,จัดส่งแล้ว,25847.65,41886.8,รถบรรทุก,สุรศักดิ์ พลัง,ขข-1562 ชม
SHP-018047,WH-001,CUS-0095,CRP-011,2023-09-08,2023-09-09,จัดส่งแล้ว,27439.95,50527.97,รถไฟ,ยุทธนา ทรัพย์มา,ชช-1522 ขก
SHP-018048,WH-013,CUS-0108,CRP-009,2025-11-28,2025-12-09,กำลังขนส่ง,17727.77,24102.16,เรือ,จักรกฤษณ์ สมบูรณ์,ขข-6728 ชม
SHP-018049,WH-007,CUS-0121,CRP-010,2022-05-26,2022-05-31,กำลังขนส่ง,25432.73,59534.59,รถบรรทุก,อนันต์ รุ่งโรจน์,ขข-5018 ขก
SHP-018050,WH-008,CUS-0127,CRP-004,2025-11-09,2025-11-14,จัดส่งแล้ว,23395.95,19467.0,รถบรรทุก,ปิยะ มงคล,ชช-6883 กทม
SHP-018051,WH-004,CUS-0175,CRP-005,2024-05-16,2024-05-25,จัดส่งแล้ว,11615.26,13285.78,เรือ,นฤมล ฤทธิ์ไกร,งง-4583 ชม
SHP-018052,WH-004,CUS-0105,CRP-005,2023-05-18,2023-05-19,จัดส่งแล้ว,11030.25,24161.01,รถบรรทุก,มาลี ทรัพย์มา,งง-2464 สข
SHP-018053,WH-005,CUS-0093,CRP-012,2021-12-04,2021-12-08,จัดส่งแล้ว,27310.42,65837.9,เรือ,ดวงดาว มั่งมี,กก-5223 ชม
SHP-018054,WH-002,CUS-0015,CRP-004,2023-12-31,2024-01-07,จัดส่งแล้ว,5299.06,7605.6,รถบรรทุก,ดวงดาว บุญมา,ขข-2227 สง
SHP-018055,WH-010,CUS-0030,CRP-008,2024-03-14,2024-03-17,กำลังขนส่ง,10106.66,20671.0,รถบรรทุก,ปรียา ฤทธิ์ไกร,กก-6197 สข
SHP-018056,WH-003,CUS-0181,CRP-013,2023-11-28,,รอดำเนินการ,28015.0,30457.03,รถบรรทุก,ปราณี ฤทธิ์ไกร,ฉฉ-3688 ขก
SHP-018057,WH-013,CUS-0089,CRP-001,2023-09-04,2023-09-07,จัดส่งแล้ว,28546.17,18739.78,รถบรรทุก,จันทร์ พันธ์ดี,งง-9023 ขก
SHP-018058,WH-006,CUS-0195,CRP-012,2025-04-12,2025-04-22,จัดส่งแล้ว,12798.9,15725.04,รถบรรทุก,ฉัตรชัย มั่งมี,งง-2016 สง
SHP-018059,WH-009,CUS-0173,CRP-003,2023-07-07,2023-07-15,ยกเลิก,11580.29,22925.96,เรือ,ธนกร ทรัพย์มา,ขข-1863 ขก
SHP-018060,WH-004,CUS-0009,CRP-015,2022-03-14,2022-03-26,จัดส่งแล้ว,4985.07,9287.88,รถไฟ,ดวงดาว ทองดี,ฉฉ-7983 สง
SHP-018061,WH-008,CUS-0106,CRP-004,2025-12-22,2025-12-29,จัดส่งแล้ว,15231.19,35798.58,เรือ,กมลา ชูชื่น,งง-6913 กทม
SHP-018062,WH-003,CUS-0141,CRP-002,2022-02-05,2022-02-17,จัดส่งแล้ว,10392.87,20317.54,เรือ,ลัดดา วงศ์งาม,กก-6635 ชม
SHP-018063,WH-004,CUS-0143,CRP-012,2021-06-26,,รอดำเนินการ,11496.25,24505.87,เรือ,วรากร รักษ์ดี,ชช-3312 กทม
SHP-018064,WH-004,CUS-0194,CRP-014,2022-06-03,2022-06-16,จัดส่งแล้ว,20793.46,28540.53,รถไฟ,สมชาย ใจดี,กก-4815 สง
SHP-018065,WH-013,CUS-0006,CRP-012,2025-04-22,2025-04-24,จัดส่งแล้ว,8904.77,21779.97,รถบรรทุก,กมลา พลัง,ชช-2870 ชม
SHP-018066,WH-003,CUS-0041,CRP-005,2025-08-18,2025-08-29,กำลังขนส่ง,1426.96,1678.1,รถบรรทุก,ธนกร โชคดี,ชช-2225 สข
SHP-018067,WH-008,CUS-0179,CRP-001,2022-07-23,2022-08-05,จัดส่งแล้ว,24465.05,34407.46,รถบรรทุก,จักรกฤษณ์ โชคดี,งง-6260 ขก
SHP-018068,WH-015,CUS-0190,CRP-009,2025-01-17,2025-01-30,กำลังขนส่ง,15971.03,15479.36,รถบรรทุก,มณีรัตน์ เจริญสุข,กก-4401 ชม
SHP-018069,WH-009,CUS-0168,CRP-014,2022-08-23,2022-08-26,จัดส่งแล้ว,21362.8,35677.86,รถบรรทุก,ยุทธนา พิมพา,กก-6286 กทม
SHP-018070,WH-015,CUS-0019,CRP-005,2022-04-16,,รอดำเนินการ,20288.0,15034.29,เรือ,ชัยวัฒน์ ดาวเรือง,ฉฉ-8458 สง
SHP-018071,WH-009,CUS-0033,CRP-012,2021-08-05,2021-08-17,จัดส่งแล้ว,19171.64,35199.23,รถบรรทุก,กิตติ ใจดี,ฉฉ-2119 กทม
SHP-018072,WH-003,CUS-0197,CRP-014,2022-11-21,2022-11-30,กำลังขนส่ง,12066.24,8027.52,รถบรรทุก,กมลา โชคดี,ฉฉ-5874 ชม
SHP-018073,WH-002,CUS-0039,CRP-010,2022-07-08,2022-07-11,จัดส่งแล้ว,18352.5,31235.33,เรือ,เอกชัย สมบูรณ์,ขข-4033 สข
